date,adj_close,return,state
2013-01-03,16.402523040771484,-0.012702988908225963,1
2013-01-04,15.945650100708008,-0.02824909586988215,1
2013-01-07,15.851839065551758,-0.005900548112231268,1
2013-01-08,15.894505500793457,0.002687960551914697,1
2013-01-09,15.646097183227539,-0.015751978894599887,1
2013-01-10,15.840046882629395,0.012319841521788282,1
2013-01-11,15.742913246154785,-0.006151034756365442,1
2013-01-14,15.181642532348633,-0.0363033415615754,1
2013-01-15,14.702666282653809,-0.03205811271617919,1
2013-01-16,15.312954902648926,0.04067033868203065,1
2013-01-17,15.209776878356934,-0.006760759032703233,1
2013-01-18,15.128692626953125,-0.0053453220146313304,1
2013-01-22,15.273015975952148,0.009494494869135969,1
2013-01-23,15.552597045898438,0.018140027664593716,1
2013-01-25,13.309618949890137,-0.023856007394930004,1
2013-01-28,13.610674858093262,0.022367397754318515,1
2013-01-29,13.866050720214844,0.01858905750448708,1
2013-01-30,13.822478294372559,-0.003147329479815253,1
2013-01-31,13.781935691833496,-0.002937402091605124,1
2013-02-01,13.72535228729248,-0.004114072197367484,1
2013-02-04,13.383444786071777,-0.02522617521208679,1
2013-02-05,13.853036880493164,0.03448599853062919,1
2013-02-06,13.838211059570312,-0.001070794813693495,1
2013-02-07,14.249673843383789,0.029300335135796635,1
2013-02-08,14.45541000366211,0.014334720938200944,1
2013-02-11,14.606053352355957,0.010367316753735966,1
2013-02-12,14.239937782287598,-0.025385519208156234,1
2013-02-13,14.212846755981445,-0.0019042800156418216,0
2013-02-14,14.200065612792969,-0.0008996715215030427,0
2013-02-15,14.004379272460938,-0.013876499338062323,0
2013-02-19,13.999205589294434,-0.00036950149424861274,0
2013-02-20,13.660179138183594,-0.02451561625771976,0
2013-02-21,13.575265884399414,-0.0062355161697777,0
2013-02-22,13.719825744628906,0.01059246943233118,0
2013-02-25,13.476051330566406,-0.017927786815436577,0
2013-02-26,13.66382884979248,0.01383797676497686,0
2013-02-27,13.529918670654297,-0.00984868021131153,0
2013-02-28,13.433445930480957,-0.0071558689554559515,0
2013-03-01,13.10080337524414,-0.02507400748982245,0
2013-03-04,12.783684730529785,-0.02450382721533928,0
2013-03-05,13.121195793151855,0.02605919466751649,0
2013-03-06,12.954418182373047,-0.012792019789911737,0
2013-03-07,13.104146957397461,0.01149183940193582,0
2013-03-08,13.138846397399902,0.0026444742606240015,0
2013-03-11,13.326016426086426,0.014145030767954724,0
2013-03-12,13.038717269897461,-0.021795063986938677,0
2013-03-13,13.036287307739258,-0.00018638249193803086,0
2013-03-14,13.162585258483887,0.009641554521669048,0
2013-03-15,13.502223014831543,0.025475984836625946,0
