Date,adj_close
2013-01-02,16.612213134765625
2013-01-03,16.402523040771484
2013-01-04,15.945650100708008
2013-01-07,15.851839065551758
2013-01-08,15.894505500793457
2013-01-09,15.646097183227539
2013-01-10,15.840046882629395
2013-01-11,15.742913246154785
2013-01-14,15.181642532348633
2013-01-15,14.702666282653809
2013-01-16,15.312954902648926
2013-01-17,15.209776878356934
2013-01-18,15.128692626953125
2013-01-22,15.273015975952148
2013-01-23,15.552597045898438
2013-01-24,13.630950927734375
2013-01-25,13.309618949890137
2013-01-28,13.610674858093262
2013-01-29,13.866050720214844
2013-01-30,13.822478294372559
2013-01-31,13.781935691833496
2013-02-01,13.72535228729248
2013-02-04,13.383444786071777
2013-02-05,13.853036880493164
2013-02-06,13.838211059570312
2013-02-07,14.249673843383789
2013-02-08,14.45541000366211
2013-02-11,14.606053352355957
2013-02-12,14.239937782287598
2013-02-13,14.212846755981445
2013-02-14,14.200065612792969
2013-02-15,14.004379272460938
2013-02-19,13.999205589294434
2013-02-20,13.660179138183594
2013-02-21,13.575265884399414
2013-02-22,13.719825744628906
2013-02-25,13.476051330566406
2013-02-26,13.66382884979248
2013-02-27,13.529918670654297
2013-02-28,13.433445930480957
2013-03-01,13.10080337524414
2013-03-04,12.783684730529785
2013-03-05,13.121195793151855
2013-03-06,12.954418182373047
2013-03-07,13.104146957397461
2013-03-08,13.138846397399902
2013-03-11,13.326016426086426
2013-03-12,13.038717269897461
2013-03-13,13.036287307739258
2013-03-14,13.162585258483887
2013-03-15,13.502223014831543
2013-03-18,13.869258880615234
2013-03-19,13.831823348999023
2013-03-20,13.75847339630127
2013-03-21,13.778257369995117
2013-03-22,14.057640075683594
2013-03-25,14.108465194702148
2013-03-26,14.034205436706543
2013-03-27,13.75847339630127
2013-03-28,13.471790313720703
2013-04-01,13.053325653076172
2013-04-02,13.080110549926758
2013-04-03,13.147062301635742
2013-04-04,13.017110824584961
2013-04-05,12.879551887512207
2013-04-08,12.971156120300293
2013-04-09,12.994588851928711
2013-04-10,13.25966739654541
2013-04-11,13.218280792236328
2013-04-12,13.08041000366211
2013-04-15,12.777599334716797
2013-04-16,12.972070693969727
2013-04-17,12.258700370788574
2013-04-18,11.931538581848145
2013-04-19,11.88528060913086
2013-04-22,12.133010864257812
2013-04-23,12.360044479370117
2013-04-24,12.339654922485352
2013-04-25,12.4285249710083
2013-04-26,12.696946144104004
2013-04-29,13.090150833129883
2013-04-30,13.475440979003906
2013-05-01,13.369232177734375
2013-05-02,13.558832168579102
2013-05-03,13.694567680358887
2013-05-06,14.021123886108398
2013-05-07,13.958733558654785
2013-05-08,14.116377830505371
2013-05-09,13.99322509765625
2013-05-10,13.876812934875488
2013-05-13,13.93103313446045
2013-05-14,13.597724914550781
2013-05-15,13.137890815734863
2013-05-16,13.313433647155762
2013-05-17,13.272988319396973
2013-05-20,13.569235801696777
2013-05-21,13.469056129455566
2013-05-22,13.520829200744629
2013-05-23,13.545027732849121
2013-05-24,13.63724422454834
2013-05-28,13.523587226867676
2013-05-29,13.631121635437012
2013-05-30,13.834228515625
2013-05-31,13.777555465698242
2013-06-03,13.807883262634277
2013-06-04,13.764684677124023
2013-06-05,13.636017799377441
2013-06-06,13.432293891906738
2013-06-07,13.534921646118164
2013-06-10,13.445466995239258
2013-06-11,13.405949592590332
2013-06-12,13.24021053314209
2013-06-13,13.355704307556152
2013-06-14,13.174654960632324
2013-06-17,13.234391212463379
2013-06-18,13.227346420288086
2013-06-19,12.9586763381958
2013-06-20,12.769962310791016
2013-06-21,12.66763973236084
2013-06-24,12.331880569458008
2013-06-25,12.334637641906738
2013-06-26,12.194938659667969
2013-06-27,12.063515663146973
2013-06-28,12.147764205932617
2013-07-01,12.536519050598145
2013-07-02,12.82050895690918
2013-07-03,12.891275405883789
2013-07-05,12.78773021697998
2013-07-08,12.715126037597656
2013-07-09,12.938762664794922
2013-07-10,12.889130592346191
2013-07-11,13.090099334716797
2013-07-12,13.066204071044922
2013-07-15,13.094693183898926
2013-07-16,13.17924690246582
2013-07-17,13.182619094848633
2013-07-18,13.22704029083252
2013-07-19,13.018414497375488
2013-07-22,13.060077667236328
2013-07-23,12.835827827453613
2013-07-24,13.495095252990723
2013-07-25,13.433520317077637
2013-07-26,13.509800910949707
2013-07-29,13.718119621276855
2013-07-30,13.88753604888916
2013-07-31,13.863330841064453
2013-08-01,13.990464210510254
2013-08-02,14.169989585876465
2013-08-05,14.381678581237793
2013-08-06,14.253013610839844
2013-08-07,14.244738578796387
2013-08-08,14.216370582580566
2013-08-09,14.01407241821289
2013-08-12,14.412186622619629
2013-08-13,15.09708309173584
2013-08-14,15.37246322631836
2013-08-15,15.354276657104492
2013-08-16,15.490579605102539
2013-08-19,15.657402992248535
2013-08-20,15.451713562011719
2013-08-21,15.491494178771973
2013-08-22,15.510001182556152
2013-08-23,15.450176239013672
2013-08-26,15.5103120803833
2013-08-27,15.066864967346191
2013-08-28,15.138108253479004
2013-08-29,15.162771224975586
2013-08-30,15.024619102478027
2013-09-03,15.06655502319336
2013-09-04,15.378324508666992
2013-09-05,15.272856712341309
2013-09-06,15.363822937011719
2013-09-09,15.608993530273438
2013-09-10,15.25343132019043
2013-09-11,14.422981262207031
2013-09-12,14.576547622680664
2013-09-13,14.336329460144043
2013-09-16,13.880548477172852
2013-09-17,14.040903091430664
2013-09-18,14.329544067382812
2013-09-19,14.564525604248047
2013-09-20,14.41373062133789
2013-09-23,15.130078315734863
2013-09-24,15.08259105682373
2013-09-25,14.849150657653809
2013-09-26,14.993783950805664
2013-09-27,14.886774063110352
2013-09-30,14.70174789428711
